EDITION,NAME,TOKEN,ATTRIBUTE:COLLECTION,ATTRIBUTE:TITLE,ATTRIBUTE:MINTAGE,ATTRIBUTE:POWER,ATTRIBUTE:YEAR,ATTRIBUTE:EDITION,ATTRIBUTE:SCORE,RANKING,MEDIA:ORIGINAL,MEDIA:THUMBNAIL
12,Emidas Genesis Act 3,XEMIDAS-7966ea-019C,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,200,2021,1st,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/1st%20EDITIONS/Emidas%20ACT%203%201st%20EDITION%20FINAL%20NFT.mp4,
13,Emidas Genesis Act 3,XEMIDAS-7966ea-019D,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
14,Emidas Genesis Act 3,XEMIDAS-7966ea-019E,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
15,Emidas Genesis Act 3,XEMIDAS-7966ea-019F,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
16,Emidas Genesis Act 3,XEMIDAS-7966ea-01A0,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
17,Emidas Genesis Act 3,XEMIDAS-7966ea-01A1,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
18,Emidas Genesis Act 3,XEMIDAS-7966ea-01A2,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
19,Emidas Genesis Act 3,XEMIDAS-7966ea-01A3,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
20,Emidas Genesis Act 3,XEMIDAS-7966ea-01A4,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
21,Emidas Genesis Act 3,XEMIDAS-7966ea-01A5,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
22,Emidas Genesis Act 3,XEMIDAS-7966ea-01A6,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
23,Emidas Genesis Act 3,XEMIDAS-7966ea-01A7,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
24,Emidas Genesis Act 3,XEMIDAS-7966ea-01A8,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
25,Emidas Genesis Act 3,XEMIDAS-7966ea-01A9,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
26,Emidas Genesis Act 3,XEMIDAS-7966ea-01AA,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
27,Emidas Genesis Act 3,XEMIDAS-7966ea-01AB,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
28,Emidas Genesis Act 3,XEMIDAS-7966ea-01AC,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
29,Emidas Genesis Act 3,XEMIDAS-7966ea-01AD,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
30,Emidas Genesis Act 3,XEMIDAS-7966ea-01AE,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
31,Emidas Genesis Act 3,XEMIDAS-7966ea-01AF,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
32,Emidas Genesis Act 3,XEMIDAS-7966ea-01B0,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
33,Emidas Genesis Act 3,XEMIDAS-7966ea-01B1,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
34,Emidas Genesis Act 3,XEMIDAS-7966ea-01B2,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
35,Emidas Genesis Act 3,XEMIDAS-7966ea-01B3,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
36,Emidas Genesis Act 3,XEMIDAS-7966ea-01B4,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
37,Emidas Genesis Act 3,XEMIDAS-7966ea-01B5,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
38,Emidas Genesis Act 3,XEMIDAS-7966ea-01B6,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
39,Emidas Genesis Act 3,XEMIDAS-7966ea-01B7,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
40,Emidas Genesis Act 3,XEMIDAS-7966ea-01B8,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
41,Emidas Genesis Act 3,XEMIDAS-7966ea-01B9,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
42,Emidas Genesis Act 3,XEMIDAS-7966ea-01BA,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
43,Emidas Genesis Act 3,XEMIDAS-7966ea-01BB,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
44,Emidas Genesis Act 3,XEMIDAS-7966ea-01BC,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
45,Emidas Genesis Act 3,XEMIDAS-7966ea-01BD,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
46,Emidas Genesis Act 3,XEMIDAS-7966ea-01BE,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
47,Emidas Genesis Act 3,XEMIDAS-7966ea-01BF,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
48,Emidas Genesis Act 3,XEMIDAS-7966ea-01C0,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
49,Emidas Genesis Act 3,XEMIDAS-7966ea-01C1,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
50,Emidas Genesis Act 3,XEMIDAS-7966ea-01C2,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
51,Emidas Genesis Act 3,XEMIDAS-7966ea-01C3,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
52,Emidas Genesis Act 3,XEMIDAS-7966ea-01C4,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
53,Emidas Genesis Act 3,XEMIDAS-7966ea-01C5,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
54,Emidas Genesis Act 3,XEMIDAS-7966ea-01C6,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
55,Emidas Genesis Act 3,XEMIDAS-7966ea-01C7,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
56,Emidas Genesis Act 3,XEMIDAS-7966ea-01C8,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
57,Emidas Genesis Act 3,XEMIDAS-7966ea-01C9,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
58,Emidas Genesis Act 3,XEMIDAS-7966ea-01CA,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
59,Emidas Genesis Act 3,XEMIDAS-7966ea-01CB,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
60,Emidas Genesis Act 3,XEMIDAS-7966ea-01CC,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
61,Emidas Genesis Act 3,XEMIDAS-7966ea-01CD,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
62,Emidas Genesis Act 3,XEMIDAS-7966ea-01CE,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
63,Emidas Genesis Act 3,XEMIDAS-7966ea-01CF,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
64,Emidas Genesis Act 3,XEMIDAS-7966ea-01D0,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
65,Emidas Genesis Act 3,XEMIDAS-7966ea-01D1,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
66,Emidas Genesis Act 3,XEMIDAS-7966ea-01D2,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
67,Emidas Genesis Act 3,XEMIDAS-7966ea-01D3,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
68,Emidas Genesis Act 3,XEMIDAS-7966ea-01D4,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
69,Emidas Genesis Act 3,XEMIDAS-7966ea-01D5,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
70,Emidas Genesis Act 3,XEMIDAS-7966ea-01D6,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
71,Emidas Genesis Act 3,XEMIDAS-7966ea-01D7,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
72,Emidas Genesis Act 3,XEMIDAS-7966ea-01D8,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
73,Emidas Genesis Act 3,XEMIDAS-7966ea-01D9,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
74,Emidas Genesis Act 3,XEMIDAS-7966ea-01DA,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
75,Emidas Genesis Act 3,XEMIDAS-7966ea-01DB,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
76,Emidas Genesis Act 3,XEMIDAS-7966ea-01DC,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
77,Emidas Genesis Act 3,XEMIDAS-7966ea-01DD,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
78,Emidas Genesis Act 3,XEMIDAS-7966ea-01DE,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
79,Emidas Genesis Act 3,XEMIDAS-7966ea-01DF,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
80,Emidas Genesis Act 3,XEMIDAS-7966ea-01E0,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
81,Emidas Genesis Act 3,XEMIDAS-7966ea-01E1,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
82,Emidas Genesis Act 3,XEMIDAS-7966ea-01E2,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
83,Emidas Genesis Act 3,XEMIDAS-7966ea-01E3,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
84,Emidas Genesis Act 3,XEMIDAS-7966ea-01E4,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
85,Emidas Genesis Act 3,XEMIDAS-7966ea-01E5,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
86,Emidas Genesis Act 3,XEMIDAS-7966ea-01E6,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
87,Emidas Genesis Act 3,XEMIDAS-7966ea-01E7,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
88,Emidas Genesis Act 3,XEMIDAS-7966ea-01E8,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
89,Emidas Genesis Act 3,XEMIDAS-7966ea-01E9,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
90,Emidas Genesis Act 3,XEMIDAS-7966ea-01EA,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
91,Emidas Genesis Act 3,XEMIDAS-7966ea-01EB,Emidas Genesis,DeFi The Enemy. Enter The Flywheel.,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%203%20GR%20Final%20NFT.mp4,
